 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 2,0,0,1389744,45192,950752,0,0,0,0,707,305,8,6,86,0,0

 0,0,0,1389744,45200,950744,0,0,0,12,738,274,6,7,86,1,0

 0,0,0,1389744,45200,950752,0,0,0,0,822,309,4,11,85,0,0

 0,0,0,1389744,45200,950752,0,0,0,0,761,284,10,7,83,0,0

 1,0,0,1389648,45200,950756,0,0,0,0,747,283,9,19,72,0,0

 0,0,0,1389744,45200,950756,0,0,0,0,664,285,10,12,78,0,0

 0,0,0,1389744,45208,950748,0,0,0,12,602,303,13,6,78,2,0

 0,0,0,1389744,45208,950760,0,0,0,0,745,288,6,11,83,0,0

 1,0,0,1389552,45208,950760,0,0,0,0,673,262,7,8,84,0,0

 0,0,0,1389744,45208,950760,0,0,0,0,867,321,9,13,78,0,0

 0,0,0,1389744,45208,950764,0,0,0,0,723,305,8,10,81,0,0

 0,0,0,1389744,45216,950756,0,0,0,12,713,296,14,7,79,0,0

 0,0,0,1389744,45216,950764,0,0,0,0,756,295,7,8,84,0,0

 0,0,0,1389744,45216,950764,0,0,0,0,757,274,10,12,79,0,0

 0,0,0,1389752,45216,950760,0,0,0,0,824,498,11,12,78,0,0

 0,0,0,1389752,45216,950760,0,0,0,0,771,289,8,6,86,0,0

 0,0,0,1389752,45224,950752,0,0,0,24,738,317,10,5,84,0,0

 1,0,0,1389720,45224,950760,0,0,0,0,683,284,20,35,45,0,0

 0,0,0,1389752,45224,950764,0,0,0,0,673,262,16,28,55,0,0

 0,0,0,1389752,45224,950764,0,0,0,0,828,326,11,11,78,0,0

 1,0,0,1389752,45224,950764,0,0,0,0,767,308,12,12,76,0,0

 0,0,0,1389720,45232,950760,0,0,0,12,661,281,9,8,83,0,0

 0,0,0,1389752,45232,950768,0,0,0,0,728,320,10,9,81,0,0

 0,0,0,1389752,45232,950768,0,0,0,0,749,300,10,10,79,0,0

 0,0,0,1389752,45232,950768,0,0,0,0,692,266,9,6,85,0,0

 0,0,0,1389752,45232,950772,0,0,0,0,820,336,8,9,83,0,0

 0,0,0,1389752,45240,950764,0,0,0,64,873,334,8,9,82,0,0

 0,0,0,1389752,45240,950772,0,0,0,0,759,316,11,9,79,0,0

 0,0,0,1389752,45240,950776,0,0,0,0,789,312,11,11,79,0,0

 0,0,0,1389752,45240,950776,0,0,0,0,793,292,8,12,79,0,0

 0,0,0,1389752,45240,950776,0,0,0,0,688,327,8,8,84,0,0

 0,0,0,1389720,45248,950768,0,0,0,12,853,318,11,12,78,0,0

 0,0,0,1389752,45248,950780,0,0,0,0,678,286,6,6,88,0,0

 0,0,0,1389720,45248,950780,0,0,0,0,871,315,9,10,81,0,0

 0,0,0,1389752,45248,950780,0,0,0,0,751,300,6,7,86,0,0

 0,0,0,1389752,45248,950784,0,0,0,0,662,280,8,8,83,0,0

 0,0,0,1389752,45256,950776,0,0,0,12,797,334,7,13,80,0,0

 0,0,0,1389752,45256,950788,0,0,0,0,774,284,7,13,80,0,0

 0,0,0,1389752,45256,950788,0,0,0,0,732,306,11,10,79,0,0

 0,0,0,1389752,45256,950792,0,0,0,0,746,319,8,10,82,0,0

 0,0,0,1389752,45256,950792,0,0,0,0,739,304,7,8,85,0,0

 0,0,0,1389752,45264,950784,0,0,0,12,795,332,10,13,78,0,0

 0,0,0,1389752,45264,950796,0,0,0,0,726,318,7,11,82,0,0

 1,0,0,1389496,45264,950796,0,0,0,0,707,274,7,8,85,0,0

 0,0,0,1389752,45264,950796,0,0,0,0,852,487,10,13,78,0,0

